sale_id,locality,city,property_type,bhk,area_sqft,sold_price,price_per_sqft,sold_date
SALE2272,Ghaziabad Indirapuram,Delhi NCR,BUILDER_FLOOR,2,1190,8260000,6941.18,2025-02-12
SALE2273,Saket,Delhi NCR,APARTMENT,5,2485,38780000,15605.63,2024-01-10
SALE2274,Janakpuri,Delhi NCR,INDEPENDENT_HOUSE,1,511,7250000,14187.87,2024-09-01
SALE2275,Golf Course Extension Road,Delhi NCR,BUILDER_FLOOR,5,2720,45650000,16783.09,2024-05-26
SALE2276,Dwarka Sector 21,Delhi NCR,BUILDER_FLOOR,3,2067,32500000,15723.27,2024-10-11
SALE2277,Lajpat Nagar,Delhi NCR,INDEPENDENT_HOUSE,4,2364,58250000,24640.44,2024-07-25
SALE2278,North Delhi,Delhi NCR,BUILDER_FLOOR,2,974,9090000,9332.65,2025-05-06
SALE2279,Hauz Khas,Delhi NCR,BUILDER_FLOOR,4,2480,71220000,28717.74,2025-12-01
SALE2280,Central Delhi,Delhi NCR,BUILDER_FLOOR,2,1350,30570000,22644.44,2025-06-29
SALE2281,Rohini Sector 10,Delhi NCR,INDEPENDENT_HOUSE,4,2164,32520000,15027.73,2023-10-01
SALE2282,DLF Phase 5,Delhi NCR,APARTMENT,5,3350,73610000,21973.13,2023-11-01
SALE2283,DLF Phase 5,Delhi NCR,BUILDER_FLOOR,3,1506,31100000,20650.73,2025-08-02
SALE2284,Lajpat Nagar,Delhi NCR,INDEPENDENT_HOUSE,3,2034,39680000,19508.36,2024-05-27
SALE2285,Faridabad Sector 15,Delhi NCR,APARTMENT,1,469,3940000,8400.85,2025-09-21
SALE2286,Noida Sector 150,Delhi NCR,APARTMENT,3,1950,23920000,12266.67,2025-07-09
SALE2287,Faridabad Sector 81,Delhi NCR,INDEPENDENT_HOUSE,4,2776,21240000,7651.3,2026-04-09
SALE2288,Lajpat Nagar,Delhi NCR,INDEPENDENT_HOUSE,2,902,19850000,22006.65,2026-03-04
SALE2289,Ghaziabad Raj Nagar Extension,Delhi NCR,APARTMENT,5,3620,22510000,6218.23,2024-07-20
SALE2290,West Delhi,Delhi NCR,BUILDER_FLOOR,3,1965,17880000,9099.24,2025-04-19
SALE2291,Gurgaon Golf Course Road,Delhi NCR,BUILDER_FLOOR,5,3120,76360000,24474.36,2023-12-23
SALE2292,Ghaziabad Vasundhara,Delhi NCR,BUILDER_FLOOR,2,1080,7460000,6907.41,2024-08-07
SALE2293,Noida Extension,Delhi NCR,INDEPENDENT_HOUSE,2,1206,11490000,9527.36,2026-06-15
SALE2294,DLF Phase 5,Delhi NCR,INDEPENDENT_HOUSE,3,2097,52870000,25212.21,2025-08-24
SALE2295,Ghaziabad Indirapuram,Delhi NCR,INDEPENDENT_HOUSE,2,1042,8070000,7744.72,2024-09-22
SALE2296,Vasant Kunj,Delhi NCR,INDEPENDENT_HOUSE,5,2860,71840000,25118.88,2025-05-03
SALE2297,Lajpat Nagar,Delhi NCR,INDEPENDENT_HOUSE,3,2115,48710000,23030.73,2026-05-14
SALE2298,Ghaziabad Indirapuram,Delhi NCR,APARTMENT,1,623,4050000,6500.8,2024-06-24
SALE2299,Saket,Delhi NCR,BUILDER_FLOOR,1,558,10970000,19659.5,2024-09-05
SALE2300,Faridabad Neharpar,Delhi NCR,BUILDER_FLOOR,5,2630,14100000,5361.22,2025-12-04
SALE2301,Pitampura,Delhi NCR,APARTMENT,1,522,7280000,13946.36,2025-12-28
SALE2302,Vasant Kunj,Delhi NCR,BUILDER_FLOOR,5,2365,45830000,19378.44,2025-07-24
SALE2303,Golf Course Extension Road,Delhi NCR,APARTMENT,2,950,15980000,16821.05,2026-01-14
SALE2304,DLF Phase 5,Delhi NCR,BUILDER_FLOOR,5,2685,70920000,26413.41,2025-10-07
SALE2305,Lajpat Nagar,Delhi NCR,APARTMENT,1,704,13760000,19545.45,2025-08-10
SALE2306,Pitampura,Delhi NCR,APARTMENT,2,1336,17790000,13315.87,2025-02-16
SALE2307,Noida Sector 76,Delhi NCR,BUILDER_FLOOR,1,744,6410000,8615.59,2025-06-28
SALE2308,North Delhi,Delhi NCR,APARTMENT,1,538,5110000,9498.14,2024-10-27
SALE2309,Cyber City Gurgaon,Delhi NCR,BUILDER_FLOOR,2,1324,19070000,14403.32,2024-08-20
SALE2310,Sohna Road Gurgaon,Delhi NCR,INDEPENDENT_HOUSE,2,1348,13440000,9970.33,2024-08-21
SALE2311,Saket,Delhi NCR,APARTMENT,1,642,12520000,19501.56,2024-02-03
SALE2312,Vasant Kunj,Delhi NCR,BUILDER_FLOOR,1,453,8110000,17902.87,2024-03-11
SALE2313,Gurgaon Golf Course Road,Delhi NCR,INDEPENDENT_HOUSE,5,2975,97450000,32756.3,2026-05-24
SALE2314,Ghaziabad Raj Nagar Extension,Delhi NCR,INDEPENDENT_HOUSE,2,1110,6540000,5891.89,2025-01-03
SALE2315,Noida Sector 150,Delhi NCR,INDEPENDENT_HOUSE,4,2640,35040000,13272.73,2024-03-25
SALE2316,Dwarka Sector 21,Delhi NCR,INDEPENDENT_HOUSE,1,542,10390000,19169.74,2023-12-18
SALE2317,Gurgaon Golf Course Road,Delhi NCR,INDEPENDENT_HOUSE,3,1884,61760000,32781.32,2023-10-13
SALE2318,Preet Vihar,Delhi NCR,APARTMENT,1,721,10300000,14285.71,2026-01-31
SALE2319,Sohna Road Gurgaon,Delhi NCR,INDEPENDENT_HOUSE,5,2810,30020000,10683.27,2023-11-08
SALE2320,Janakpuri,Delhi NCR,BUILDER_FLOOR,1,549,6550000,11930.78,2025-11-11
SALE2321,Gurgaon Sector 56,Delhi NCR,INDEPENDENT_HOUSE,4,2816,39660000,14083.81,2026-01-21
SALE2322,Saket,Delhi NCR,APARTMENT,3,1785,29330000,16431.37,2026-03-15
SALE2323,Central Delhi,Delhi NCR,BUILDER_FLOOR,5,3410,76510000,22436.95,2023-08-31
SALE2324,Hauz Khas,Delhi NCR,INDEPENDENT_HOUSE,2,1060,34520000,32566.04,2024-07-24
SALE2325,Faridabad Sector 15,Delhi NCR,INDEPENDENT_HOUSE,1,486,5220000,10740.74,2025-11-06
SALE2326,Ghaziabad Indirapuram,Delhi NCR,INDEPENDENT_HOUSE,5,3080,27050000,8782.47,2023-12-11
SALE2327,North Delhi,Delhi NCR,APARTMENT,1,616,5660000,9188.31,2024-09-05
SALE2328,Preet Vihar,Delhi NCR,INDEPENDENT_HOUSE,4,2208,31880000,14438.41,2024-01-14
SALE2329,Pitampura,Delhi NCR,APARTMENT,4,2996,41750000,13935.25,2026-01-17
SALE2330,Greater Noida Pari Chowk,Delhi NCR,APARTMENT,2,1364,8630000,6326.98,2025-11-12
SALE2331,Sohna Road Gurgaon,Delhi NCR,APARTMENT,4,2196,20550000,9357.92,2025-12-23
SALE2332,Noida Sector 150,Delhi NCR,APARTMENT,3,1545,15940000,10317.15,2024-01-18
SALE2333,Hauz Khas,Delhi NCR,BUILDER_FLOOR,2,1012,27970000,27638.34,2024-11-11
SALE2334,Ghaziabad Vasundhara,Delhi NCR,BUILDER_FLOOR,2,1250,7790000,6232.0,2024-10-13
SALE2335,Noida Sector 18,Delhi NCR,INDEPENDENT_HOUSE,2,1074,19130000,17811.92,2025-07-31
SALE2336,Pitampura,Delhi NCR,APARTMENT,4,2868,40020000,13953.97,2024-04-06
SALE2337,Janakpuri,Delhi NCR,INDEPENDENT_HOUSE,4,2744,41510000,15127.55,2024-11-18
SALE2338,Greater Noida Pari Chowk,Delhi NCR,INDEPENDENT_HOUSE,2,1152,9180000,7968.75,2024-05-28
SALE2339,Pitampura,Delhi NCR,INDEPENDENT_HOUSE,2,1486,27950000,18808.88,2025-10-18
SALE2340,Greater Noida,Delhi NCR,APARTMENT,1,690,4800000,6956.52,2024-11-24
SALE2341,Faridabad Sector 81,Delhi NCR,APARTMENT,4,2884,18150000,6293.34,2025-02-25
SALE2342,DLF Phase 5,Delhi NCR,BUILDER_FLOOR,4,2292,48130000,20999.13,2024-06-24
SALE2343,South Delhi,Delhi NCR,INDEPENDENT_HOUSE,4,2244,52710000,23489.3,2025-12-23
SALE2344,Noida Sector 18,Delhi NCR,APARTMENT,1,458,6600000,14410.48,2024-12-16
SALE2345,Noida Sector 62,Delhi NCR,APARTMENT,4,2968,35070000,11816.04,2026-01-21
SALE2346,Vasant Kunj,Delhi NCR,BUILDER_FLOOR,4,2080,48580000,23355.77,2024-08-27
SALE2347,Noida Sector 76,Delhi NCR,APARTMENT,3,2061,18590000,9019.89,2026-05-24
SALE2348,South Delhi,Delhi NCR,INDEPENDENT_HOUSE,1,647,19100000,29520.87,2026-07-03
SALE2349,East Delhi,Delhi NCR,INDEPENDENT_HOUSE,1,601,6700000,11148.09,2024-12-08
SALE2350,Noida Sector 150,Delhi NCR,INDEPENDENT_HOUSE,5,3635,53530000,14726.27,2024-05-24
SALE2351,Janakpuri,Delhi NCR,INDEPENDENT_HOUSE,1,621,10770000,17343.0,2024-09-11
SALE2352,Hauz Khas,Delhi NCR,INDEPENDENT_HOUSE,3,1428,37840000,26498.6,2025-02-18
SALE2353,Sohna Road Gurgaon,Delhi NCR,BUILDER_FLOOR,5,2350,20300000,8638.3,2026-06-14
SALE2354,Dwarka Sector 21,Delhi NCR,INDEPENDENT_HOUSE,5,2420,44350000,18326.45,2026-01-01
SALE2355,Janakpuri,Delhi NCR,APARTMENT,3,1716,23440000,13659.67,2025-12-15
SALE2356,Ghaziabad Raj Nagar Extension,Delhi NCR,INDEPENDENT_HOUSE,5,2785,19780000,7102.33,2023-12-19
SALE2357,Pitampura,Delhi NCR,BUILDER_FLOOR,3,1758,24640000,14015.93,2024-04-20
SALE2358,Greater Noida Pari Chowk,Delhi NCR,BUILDER_FLOOR,1,482,3250000,6742.74,2025-06-22
SALE2359,Ghaziabad Indirapuram,Delhi NCR,BUILDER_FLOOR,5,3595,29630000,8242.0,2026-03-05
SALE2360,Ghaziabad Raj Nagar Extension,Delhi NCR,INDEPENDENT_HOUSE,5,3610,26680000,7390.58,2025-03-19
SALE2361,Ghaziabad Indirapuram,Delhi NCR,INDEPENDENT_HOUSE,3,1449,11820000,8157.35,2023-11-10
SALE2362,Ghaziabad Vasundhara,Delhi NCR,APARTMENT,1,650,4950000,7615.38,2026-02-02
SALE2363,Noida Sector 18,Delhi NCR,APARTMENT,1,534,7220000,13520.6,2026-02-07
SALE2364,Gurgaon Sector 56,Delhi NCR,BUILDER_FLOOR,2,1108,14490000,13077.62,2024-05-28
SALE2365,Vasant Kunj,Delhi NCR,BUILDER_FLOOR,4,2908,68980000,23720.77,2025-11-03
SALE2366,Ghaziabad Raj Nagar Extension,Delhi NCR,BUILDER_FLOOR,4,2708,15960000,5893.65,2024-05-14
SALE2367,Vasant Kunj,Delhi NCR,BUILDER_FLOOR,2,964,17340000,17987.55,2026-04-08
SALE2368,Pitampura,Delhi NCR,INDEPENDENT_HOUSE,3,1980,34050000,17196.97,2023-12-29
SALE2369,North Delhi,Delhi NCR,BUILDER_FLOOR,5,3605,39750000,11026.35,2024-11-11
SALE2370,Ghaziabad Indirapuram,Delhi NCR,BUILDER_FLOOR,3,2220,14810000,6671.17,2026-05-23
SALE2371,Noida Sector 62,Delhi NCR,APARTMENT,3,1698,18590000,10948.17,2024-03-20
SALE2372,Noida Sector 18,Delhi NCR,APARTMENT,2,1260,17090000,13563.49,2024-11-26
SALE2373,Gurgaon Sector 45,Delhi NCR,INDEPENDENT_HOUSE,2,1448,20320000,14033.15,2024-08-07
SALE2374,Dwarka Sector 21,Delhi NCR,INDEPENDENT_HOUSE,2,1064,17650000,16588.35,2023-08-19
SALE2375,Saket,Delhi NCR,BUILDER_FLOOR,5,2570,45440000,17680.93,2023-09-17
SALE2376,Sohna Road Gurgaon,Delhi NCR,APARTMENT,2,1474,14090000,9559.02,2025-01-21
SALE2377,North Delhi,Delhi NCR,BUILDER_FLOOR,2,1280,12600000,9843.75,2024-04-04
SALE2378,Gurgaon Sector 45,Delhi NCR,INDEPENDENT_HOUSE,3,1536,25950000,16894.53,2026-07-14
SALE2379,Noida Sector 76,Delhi NCR,BUILDER_FLOOR,2,1368,13120000,9590.64,2024-09-03
SALE2380,Gurgaon Sector 56,Delhi NCR,APARTMENT,5,3545,43750000,12341.33,2023-08-20
SALE2381,Noida Sector 18,Delhi NCR,BUILDER_FLOOR,3,2229,33940000,15226.56,2026-05-06
SALE2382,Ghaziabad Indirapuram,Delhi NCR,BUILDER_FLOOR,1,695,5840000,8402.88,2026-01-25
SALE2383,Golf Course Extension Road,Delhi NCR,INDEPENDENT_HOUSE,5,2545,43170000,16962.67,2025-07-02
SALE2384,Noida Sector 76,Delhi NCR,INDEPENDENT_HOUSE,2,1356,13240000,9764.01,2025-12-04
SALE2385,North Delhi,Delhi NCR,APARTMENT,5,2745,28140000,10251.37,2023-12-18
SALE2386,Pitampura,Delhi NCR,BUILDER_FLOOR,2,922,11300000,12255.97,2024-05-30
SALE2387,Ghaziabad Indirapuram,Delhi NCR,INDEPENDENT_HOUSE,1,712,6210000,8721.91,2026-01-15
SALE2388,Faridabad Sector 15,Delhi NCR,BUILDER_FLOOR,5,3555,32220000,9063.29,2025-08-21
SALE2389,Sohna Road Gurgaon,Delhi NCR,BUILDER_FLOOR,2,1336,11550000,8645.21,2023-12-20
SALE2390,Sohna Road Gurgaon,Delhi NCR,APARTMENT,3,1878,16150000,8599.57,2025-09-01
SALE2391,Ghaziabad Indirapuram,Delhi NCR,INDEPENDENT_HOUSE,1,560,5380000,9607.14,2024-11-23
SALE2392,Ghaziabad Indirapuram,Delhi NCR,INDEPENDENT_HOUSE,4,2704,22790000,8428.25,2023-07-26
SALE2393,Greater Noida Pari Chowk,Delhi NCR,INDEPENDENT_HOUSE,4,2084,19270000,9246.64,2023-10-15
SALE2394,Gurgaon Golf Course Road,Delhi NCR,APARTMENT,2,1210,33620000,27785.12,2024-04-26
SALE2395,Faridabad Neharpar,Delhi NCR,BUILDER_FLOOR,1,642,2810000,4376.95,2026-01-21
SALE2396,Greater Noida,Delhi NCR,INDEPENDENT_HOUSE,3,1986,13980000,7039.27,2025-03-13
SALE2397,Ghaziabad Vasundhara,Delhi NCR,INDEPENDENT_HOUSE,5,2600,19300000,7423.08,2025-09-25
SALE2398,Noida Extension,Delhi NCR,BUILDER_FLOOR,5,3505,22680000,6470.76,2025-02-18
SALE2399,Noida Sector 62,Delhi NCR,INDEPENDENT_HOUSE,3,2106,28290000,13433.05,2023-11-19
SALE2400,Ghaziabad Vasundhara,Delhi NCR,APARTMENT,1,451,2750000,6097.56,2024-05-31
SALE2401,Noida Sector 62,Delhi NCR,INDEPENDENT_HOUSE,4,2052,28340000,13810.92,2024-06-15
SALE2402,Noida Sector 18,Delhi NCR,BUILDER_FLOOR,2,1402,22810000,16269.61,2023-09-11
SALE2403,Preet Vihar,Delhi NCR,APARTMENT,1,591,7370000,12470.39,2024-10-23
SALE2404,Lajpat Nagar,Delhi NCR,INDEPENDENT_HOUSE,3,2241,50800000,22668.45,2025-12-07
SALE2405,Greater Noida Pari Chowk,Delhi NCR,BUILDER_FLOOR,4,2044,13760000,6731.9,2024-12-02
SALE2406,Vasant Kunj,Delhi NCR,BUILDER_FLOOR,2,1494,27220000,18219.54,2023-11-19
SALE2407,North Delhi,Delhi NCR,BUILDER_FLOOR,2,1264,11360000,8987.34,2026-04-08
SALE2408,Noida Sector 150,Delhi NCR,BUILDER_FLOOR,4,2528,26230000,10375.79,2025-05-05
SALE2409,Noida Sector 18,Delhi NCR,INDEPENDENT_HOUSE,1,713,11270000,15806.45,2023-08-08
SALE2410,Dwarka Sector 21,Delhi NCR,APARTMENT,5,2675,40650000,15196.26,2025-02-04
SALE2411,North Delhi,Delhi NCR,INDEPENDENT_HOUSE,3,1764,22350000,12670.07,2024-04-11
SALE2412,Sohna Road Gurgaon,Delhi NCR,APARTMENT,5,3730,32080000,8600.54,2023-12-25
SALE2413,Gurgaon Sector 56,Delhi NCR,APARTMENT,2,1430,17370000,12146.85,2024-11-02
SALE2414,Faridabad Sector 15,Delhi NCR,BUILDER_FLOOR,3,1599,11270000,7048.16,2025-05-24
SALE2415,Gurgaon Sector 56,Delhi NCR,INDEPENDENT_HOUSE,2,1092,18540000,16978.02,2024-04-09
SALE2416,Faridabad Neharpar,Delhi NCR,INDEPENDENT_HOUSE,5,2540,14860000,5850.39,2024-10-19
SALE2417,Lajpat Nagar,Delhi NCR,APARTMENT,2,916,17300000,18886.46,2025-07-18
SALE2418,Noida Sector 62,Delhi NCR,INDEPENDENT_HOUSE,3,1563,22590000,14452.98,2023-10-22
SALE2419,Faridabad Neharpar,Delhi NCR,BUILDER_FLOOR,2,1210,5190000,4289.26,2026-06-23
SALE2420,Cyber City Gurgaon,Delhi NCR,APARTMENT,2,1044,17650000,16906.13,2023-10-03
SALE2421,Noida Sector 62,Delhi NCR,APARTMENT,2,1032,12990000,12587.21,2025-02-16
SALE2422,Greater Noida Pari Chowk,Delhi NCR,INDEPENDENT_HOUSE,1,489,3510000,7177.91,2025-01-27
SALE2423,Ghaziabad Raj Nagar Extension,Delhi NCR,BUILDER_FLOOR,1,550,2670000,4854.55,2026-07-08
SALE2424,Faridabad Sector 81,Delhi NCR,INDEPENDENT_HOUSE,1,690,4770000,6913.04,2025-03-19
SALE2425,Central Delhi,Delhi NCR,APARTMENT,1,604,16490000,27301.32,2024-09-20
SALE2426,DLF Phase 5,Delhi NCR,APARTMENT,5,2775,68350000,24630.63,2024-12-17
SALE2427,Rohini Sector 10,Delhi NCR,APARTMENT,3,1392,14650000,10524.43,2025-06-16
SALE2428,Noida Sector 150,Delhi NCR,INDEPENDENT_HOUSE,3,1890,24440000,12931.22,2026-06-30
SALE2429,Faridabad Sector 81,Delhi NCR,INDEPENDENT_HOUSE,5,2865,22380000,7811.52,2024-04-24
SALE2430,Lajpat Nagar,Delhi NCR,APARTMENT,5,2285,43790000,19164.11,2023-08-07
SALE2431,Rohini Sector 10,Delhi NCR,BUILDER_FLOOR,2,1450,14810000,10213.79,2025-12-01
SALE2432,DLF Phase 5,Delhi NCR,APARTMENT,5,3465,79830000,23038.96,2024-08-01
SALE2433,Dwarka Sector 21,Delhi NCR,BUILDER_FLOOR,1,542,8950000,16512.92,2025-10-01
SALE2434,Noida Extension,Delhi NCR,BUILDER_FLOOR,2,1426,9820000,6886.4,2025-06-08
SALE2435,Cyber City Gurgaon,Delhi NCR,BUILDER_FLOOR,1,688,9720000,14127.91,2025-11-12
SALE2436,Golf Course Extension Road,Delhi NCR,BUILDER_FLOOR,3,1791,27330000,15259.63,2025-10-03
SALE2437,Saket,Delhi NCR,APARTMENT,3,2106,33540000,15925.93,2024-07-19
SALE2438,Noida Sector 18,Delhi NCR,BUILDER_FLOOR,5,3045,46630000,15313.63,2023-09-07
SALE2439,Ghaziabad Indirapuram,Delhi NCR,APARTMENT,5,3290,23120000,7027.36,2025-03-10
SALE2440,Greater Noida Pari Chowk,Delhi NCR,APARTMENT,1,693,5490000,7922.08,2025-12-28
SALE2441,Sohna Road Gurgaon,Delhi NCR,APARTMENT,1,701,6630000,9457.92,2024-01-28
SALE2442,Noida Sector 76,Delhi NCR,BUILDER_FLOOR,5,2465,18560000,7529.41,2025-11-20
SALE2443,Noida Sector 76,Delhi NCR,BUILDER_FLOOR,5,2510,22880000,9115.54,2024-12-11
SALE2444,Gurgaon Sector 45,Delhi NCR,APARTMENT,3,1653,19660000,11893.53,2025-08-21
SALE2445,Noida Sector 76,Delhi NCR,APARTMENT,2,1334,12110000,9077.96,2025-06-12
SALE2446,Noida Sector 150,Delhi NCR,INDEPENDENT_HOUSE,5,2945,45670000,15507.64,2025-12-26
SALE2447,Noida Sector 76,Delhi NCR,BUILDER_FLOOR,4,2628,25610000,9745.05,2023-09-28
SALE2448,Faridabad Sector 81,Delhi NCR,BUILDER_FLOOR,2,1364,7820000,5733.14,2025-11-17
SALE2449,Central Delhi,Delhi NCR,BUILDER_FLOOR,4,2272,61350000,27002.64,2024-12-03
SALE2450,Golf Course Extension Road,Delhi NCR,APARTMENT,1,477,7860000,16477.99,2024-06-06
SALE2451,Faridabad Sector 15,Delhi NCR,INDEPENDENT_HOUSE,1,541,5010000,9260.63,2023-09-07
SALE2452,North Delhi,Delhi NCR,APARTMENT,3,1497,16140000,10781.56,2024-02-24
SALE2453,Faridabad Neharpar,Delhi NCR,BUILDER_FLOOR,4,2212,10380000,4692.59,2023-09-04
SALE2454,Faridabad Sector 15,Delhi NCR,BUILDER_FLOOR,5,2915,23620000,8102.92,2026-05-08
SALE2455,Vasant Kunj,Delhi NCR,APARTMENT,4,2040,41340000,20264.71,2025-02-04
SALE2456,North Delhi,Delhi NCR,BUILDER_FLOOR,4,2740,23590000,8609.49,2026-07-09
SALE2457,Dwarka Sector 21,Delhi NCR,INDEPENDENT_HOUSE,3,1602,28760000,17952.56,2025-03-07
SALE2458,Golf Course Extension Road,Delhi NCR,BUILDER_FLOOR,4,2796,45260000,16187.41,2024-04-23
SALE2459,Faridabad Sector 15,Delhi NCR,INDEPENDENT_HOUSE,5,3630,35600000,9807.16,2025-10-23
SALE2460,Ghaziabad Raj Nagar Extension,Delhi NCR,INDEPENDENT_HOUSE,2,1418,8110000,5719.32,2024-02-15
SALE2461,Central Delhi,Delhi NCR,BUILDER_FLOOR,5,3215,86520000,26911.35,2024-08-15
SALE2462,West Delhi,Delhi NCR,BUILDER_FLOOR,3,1443,13010000,9015.94,2025-11-22
SALE2463,Saket,Delhi NCR,APARTMENT,3,1884,37060000,19670.91,2026-02-23
SALE2464,Vasant Kunj,Delhi NCR,INDEPENDENT_HOUSE,3,1932,42810000,22158.39,2024-07-18
SALE2465,West Delhi,Delhi NCR,BUILDER_FLOOR,4,2516,22900000,9101.75,2023-12-04
SALE2466,Preet Vihar,Delhi NCR,APARTMENT,2,1218,15650000,12848.93,2024-08-27
SALE2467,Lajpat Nagar,Delhi NCR,BUILDER_FLOOR,1,622,10650000,17122.19,2026-03-21
SALE2468,North Delhi,Delhi NCR,APARTMENT,4,2664,27180000,10202.7,2025-10-12
SALE2469,Greater Noida,Delhi NCR,BUILDER_FLOOR,1,690,4600000,6666.67,2026-03-27
SALE2470,North Delhi,Delhi NCR,BUILDER_FLOOR,5,3245,30720000,9466.87,2024-09-16
SALE2471,DLF Phase 5,Delhi NCR,BUILDER_FLOOR,1,555,12660000,22810.81,2026-06-22
SALE2472,Faridabad Sector 81,Delhi NCR,INDEPENDENT_HOUSE,3,1605,12950000,8068.54,2025-01-14
SALE2473,Sohna Road Gurgaon,Delhi NCR,BUILDER_FLOOR,2,1408,13190000,9367.9,2025-01-16
SALE2474,Lajpat Nagar,Delhi NCR,INDEPENDENT_HOUSE,2,1194,25310000,21197.65,2026-04-29
SALE2475,Noida Sector 62,Delhi NCR,INDEPENDENT_HOUSE,4,2260,30950000,13694.69,2025-02-09
SALE2476,Gurgaon Golf Course Road,Delhi NCR,INDEPENDENT_HOUSE,5,2490,85970000,34526.1,2025-12-15
SALE2477,Noida Sector 150,Delhi NCR,APARTMENT,5,3605,42940000,11911.23,2025-09-24
SALE2478,Janakpuri,Delhi NCR,BUILDER_FLOOR,1,604,8170000,13526.49,2023-10-15
SALE2479,Noida Sector 62,Delhi NCR,BUILDER_FLOOR,5,3050,30530000,10009.84,2025-05-11
SALE2480,Noida Sector 76,Delhi NCR,BUILDER_FLOOR,5,3565,29880000,8381.49,2026-01-07
SALE2481,Dwarka Sector 21,Delhi NCR,APARTMENT,5,2725,41820000,15346.79,2025-03-09
SALE2482,Janakpuri,Delhi NCR,INDEPENDENT_HOUSE,4,2348,43030000,18326.24,2024-07-07
SALE2483,Greater Noida Pari Chowk,Delhi NCR,INDEPENDENT_HOUSE,1,717,5480000,7642.96,2023-10-16
SALE2484,Ghaziabad Vasundhara,Delhi NCR,APARTMENT,2,1054,7700000,7305.5,2025-07-14
SALE2485,Noida Sector 62,Delhi NCR,BUILDER_FLOOR,4,2452,29890000,12190.05,2024-06-20
SALE2486,Lajpat Nagar,Delhi NCR,INDEPENDENT_HOUSE,2,1322,28030000,21202.72,2025-05-11
SALE2487,Noida Sector 18,Delhi NCR,INDEPENDENT_HOUSE,2,1162,21350000,18373.49,2024-10-30
SALE2488,Preet Vihar,Delhi NCR,BUILDER_FLOOR,2,1016,11370000,11190.94,2025-08-14
SALE2489,Vasant Kunj,Delhi NCR,APARTMENT,3,2061,43090000,20907.33,2024-08-09
SALE2490,Greater Noida Pari Chowk,Delhi NCR,BUILDER_FLOOR,1,553,3480000,6292.95,2023-09-05
SALE2491,Golf Course Extension Road,Delhi NCR,APARTMENT,3,1776,27910000,15715.09,2026-02-28
SALE2492,Dwarka Sector 21,Delhi NCR,INDEPENDENT_HOUSE,1,698,13630000,19527.22,2024-08-10
SALE2493,Hauz Khas,Delhi NCR,APARTMENT,3,1806,50120000,27751.94,2026-07-18
SALE2494,Greater Noida,Delhi NCR,BUILDER_FLOOR,1,653,4810000,7366.0,2024-05-16
SALE2495,Golf Course Extension Road,Delhi NCR,APARTMENT,1,742,11910000,16051.21,2026-06-29
SALE2496,Cyber City Gurgaon,Delhi NCR,INDEPENDENT_HOUSE,5,3590,63800000,17771.59,2026-05-24
SALE2497,Gurgaon Golf Course Road,Delhi NCR,APARTMENT,5,2560,77550000,30292.97,2023-10-11
SALE2498,North Delhi,Delhi NCR,BUILDER_FLOOR,5,3245,35430000,10918.34,2025-06-18
SALE2499,Preet Vihar,Delhi NCR,BUILDER_FLOOR,2,1046,11530000,11022.94,2024-08-22
SALE2500,Janakpuri,Delhi NCR,BUILDER_FLOOR,4,2636,32960000,12503.79,2025-12-15
SALE2501,Hauz Khas,Delhi NCR,BUILDER_FLOOR,5,3205,84920000,26496.1,2025-08-03
SALE2502,Cyber City Gurgaon,Delhi NCR,BUILDER_FLOOR,5,3330,52880000,15879.88,2026-05-30
SALE2503,Preet Vihar,Delhi NCR,BUILDER_FLOOR,2,1270,15760000,12409.45,2023-12-24
SALE2504,Sohna Road Gurgaon,Delhi NCR,BUILDER_FLOOR,1,467,4630000,9914.35,2025-05-16
SALE2505,Hauz Khas,Delhi NCR,INDEPENDENT_HOUSE,2,1158,35290000,30474.96,2025-11-23
SALE2506,Noida Sector 62,Delhi NCR,INDEPENDENT_HOUSE,3,1536,20490000,13339.84,2023-08-28
SALE2507,Preet Vihar,Delhi NCR,BUILDER_FLOOR,4,1816,25490000,14036.34,2023-10-02
SALE2508,Noida Sector 76,Delhi NCR,BUILDER_FLOOR,3,1488,14300000,9610.22,2025-11-20
SALE2509,Preet Vihar,Delhi NCR,BUILDER_FLOOR,2,1064,14960000,14060.15,2024-08-25
SALE2510,North Delhi,Delhi NCR,INDEPENDENT_HOUSE,4,1868,20900000,11188.44,2024-09-12
SALE2511,Gurgaon Golf Course Road,Delhi NCR,BUILDER_FLOOR,4,2644,83500000,31580.94,2025-04-02
SALE2512,East Delhi,Delhi NCR,INDEPENDENT_HOUSE,4,2004,25070000,12509.98,2025-05-14
SALE2513,Central Delhi,Delhi NCR,INDEPENDENT_HOUSE,1,630,19190000,30460.32,2025-08-03
SALE2514,North Delhi,Delhi NCR,BUILDER_FLOOR,1,476,4960000,10420.17,2026-05-25
SALE2515,Dwarka Sector 21,Delhi NCR,INDEPENDENT_HOUSE,4,2076,31800000,15317.92,2024-08-31
SALE2516,Rohini Sector 10,Delhi NCR,INDEPENDENT_HOUSE,3,1830,26950000,14726.78,2025-11-03
SALE2517,Cyber City Gurgaon,Delhi NCR,APARTMENT,2,1428,24310000,17023.81,2025-04-10
SALE2518,Golf Course Extension Road,Delhi NCR,INDEPENDENT_HOUSE,4,2452,43490000,17736.54,2025-02-20
