property_id,owner_id,title,locality,city,property_type,listing_type,bhk,area_sqft,price,near_metro,metro_distance_km,occupancy_type,gender_preference,food_included,food_type,description_text,created_at
PROP1522,OWN1203,1 BHK Independent House in Noida Sector 76,Noida Sector 76,Delhi NCR,INDEPENDENT_HOUSE,RENT,1,638,20993,True,1.46,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Independent House Available for Rent in Noida Sector 76. Covered area is 638 sq.ft. Listed price is ₹20,993. Proximity to metro: 1.46 km.",2025-11-25 20:40:42
PROP1523,OWN1287,2 BHK Builder Floor in Noida Sector 150,Noida Sector 150,Delhi NCR,BUILDER_FLOOR,SALE,2,1198,35018360,True,1.52,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Builder Floor Available for Sale in Noida Sector 150. Covered area is 1198 sq.ft. Listed price is ₹35,018,360. Proximity to metro: 1.52 km.",2026-03-15 12:01:01
PROP1524,OWN1134,1 BHK Apartment in Lajpat Nagar,Lajpat Nagar,Delhi NCR,APARTMENT,RENT,1,578,50568,True,2.38,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Apartment Available for Rent in Lajpat Nagar. Covered area is 578 sq.ft. Listed price is ₹50,568. Proximity to metro: 2.38 km.",2026-05-02 09:06:41
PROP1525,OWN1263,1 BHK Pg in Cyber City Gurgaon,Cyber City Gurgaon,Delhi NCR,PG,PG,1,328,15196,False,5.21,TRIPLE_SHARING,FEMALE,False,NONE,"Well-maintained triple sharing PG for females located at Cyber City Gurgaon. Monthly rent is ₹15,196. Food is not included. Nearest metro station is 5.21 km away.",2026-03-16 02:08:05
PROP1526,OWN1125,1 BHK Pg in Noida Sector 62,Noida Sector 62,Delhi NCR,PG,PG,1,237,22096,True,0.79,TRIPLE_SHARING,MALE,False,NONE,"Well-maintained triple sharing PG for males located at Noida Sector 62. Monthly rent is ₹22,096. Food is not included. Nearest metro station is 0.79 km away.",2026-04-22 12:26:14
PROP1527,OWN1196,3 BHK Apartment in Gurgaon Sector 56,Gurgaon Sector 56,Delhi NCR,APARTMENT,RENT,3,1665,58281,False,5.49,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Apartment Available for Rent in Gurgaon Sector 56. Covered area is 1665 sq.ft. Listed price is ₹58,281. Proximity to metro: 5.49 km.",2026-07-02 21:04:42
PROP1528,OWN1135,3 BHK Builder Floor in Gurgaon Golf Course Road,Gurgaon Golf Course Road,Delhi NCR,BUILDER_FLOOR,SALE,3,1614,41715321,True,1.3,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Sale in Gurgaon Golf Course Road. Covered area is 1614 sq.ft. Listed price is ₹41,715,321. Proximity to metro: 1.3 km.",2025-10-01 20:33:28
PROP1529,OWN1182,1 BHK Pg in Preet Vihar,Preet Vihar,Delhi NCR,PG,PG,1,188,12989,False,3.68,TRIPLE_SHARING,UNISEX,True,BOTH,"Well-maintained triple sharing PG for unisexs located at Preet Vihar. Monthly rent is ₹12,989. Food is included (both). Nearest metro station is 3.68 km away.",2025-07-28 11:39:22
PROP1530,OWN1124,2 BHK Apartment in Cyber City Gurgaon,Cyber City Gurgaon,Delhi NCR,APARTMENT,SALE,2,1364,14968685,True,0.48,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Apartment Available for Sale in Cyber City Gurgaon. Covered area is 1364 sq.ft. Listed price is ₹14,968,685. Proximity to metro: 0.48 km.",2025-09-14 16:45:25
PROP1531,OWN1041,1 BHK Independent House in Faridabad Sector 15,Faridabad Sector 15,Delhi NCR,INDEPENDENT_HOUSE,RENT,1,573,60653,False,4.3,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Independent House Available for Rent in Faridabad Sector 15. Covered area is 573 sq.ft. Listed price is ₹60,653. Proximity to metro: 4.3 km.",2025-09-05 03:25:57
PROP1532,OWN1295,3 BHK Independent House in Golf Course Extension Road,Golf Course Extension Road,Delhi NCR,INDEPENDENT_HOUSE,RENT,3,1653,41110,False,3.29,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Rent in Golf Course Extension Road. Covered area is 1653 sq.ft. Listed price is ₹41,110. Proximity to metro: 3.29 km.",2026-03-22 13:19:32
PROP1533,OWN1270,1 BHK Independent House in Greater Noida Pari Chowk,Greater Noida Pari Chowk,Delhi NCR,INDEPENDENT_HOUSE,RENT,1,578,57519,True,2.18,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Independent House Available for Rent in Greater Noida Pari Chowk. Covered area is 578 sq.ft. Listed price is ₹57,519. Proximity to metro: 2.18 km.",2026-02-12 00:37:55
PROP1534,OWN1090,1 BHK Pg in Ghaziabad Vasundhara,Ghaziabad Vasundhara,Delhi NCR,PG,PG,1,298,23980,False,3.74,DOUBLE_SHARING,FEMALE,True,VEG,"Well-maintained double sharing PG for females located at Ghaziabad Vasundhara. Monthly rent is ₹23,980. Food is included (veg). Nearest metro station is 3.74 km away.",2025-10-08 15:38:05
PROP1535,OWN1298,3 BHK Independent House in Vasant Kunj,Vasant Kunj,Delhi NCR,INDEPENDENT_HOUSE,SALE,3,1785,41313466,True,0.75,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Sale in Vasant Kunj. Covered area is 1785 sq.ft. Listed price is ₹41,313,466. Proximity to metro: 0.75 km.",2026-04-02 12:21:07
PROP1536,OWN1242,4 BHK Builder Floor in Noida Sector 62,Noida Sector 62,Delhi NCR,BUILDER_FLOOR,SALE,4,2428,32624851,False,6.66,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Builder Floor Available for Sale in Noida Sector 62. Covered area is 2428 sq.ft. Listed price is ₹32,624,851. Proximity to metro: 6.66 km.",2026-04-27 03:27:16
PROP1537,OWN1187,5 BHK Apartment in Noida Sector 76,Noida Sector 76,Delhi NCR,APARTMENT,SALE,5,2835,43147506,False,3.83,FULL_FLAT,ANY,False,NONE,"Spacious 5 BHK Apartment Available for Sale in Noida Sector 76. Covered area is 2835 sq.ft. Listed price is ₹43,147,506. Proximity to metro: 3.83 km.",2025-09-20 07:48:33
PROP1538,OWN1052,1 BHK Pg in Golf Course Extension Road,Golf Course Extension Road,Delhi NCR,PG,PG,1,262,21162,True,2.05,DOUBLE_SHARING,MALE,True,VEG,"Well-maintained double sharing PG for males located at Golf Course Extension Road. Monthly rent is ₹21,162. Food is included (veg). Nearest metro station is 2.05 km away.",2026-02-27 19:59:44
PROP1539,OWN1091,3 BHK Independent House in Greater Noida,Greater Noida,Delhi NCR,INDEPENDENT_HOUSE,RENT,3,1722,51326,True,1.49,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Rent in Greater Noida. Covered area is 1722 sq.ft. Listed price is ₹51,326. Proximity to metro: 1.49 km.",2026-04-20 05:08:48
PROP1540,OWN1291,2 BHK Independent House in West Delhi,West Delhi,Delhi NCR,INDEPENDENT_HOUSE,SALE,2,1060,18959767,True,1.3,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Independent House Available for Sale in West Delhi. Covered area is 1060 sq.ft. Listed price is ₹18,959,767. Proximity to metro: 1.3 km.",2025-08-31 20:58:39
PROP1541,OWN1050,3 BHK Builder Floor in Ghaziabad Indirapuram,Ghaziabad Indirapuram,Delhi NCR,BUILDER_FLOOR,RENT,3,1626,45779,True,0.25,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Rent in Ghaziabad Indirapuram. Covered area is 1626 sq.ft. Listed price is ₹45,779. Proximity to metro: 0.25 km.",2026-05-16 06:48:26
PROP1542,OWN1063,1 BHK Pg in Noida Sector 150,Noida Sector 150,Delhi NCR,PG,PG,1,275,13519,True,0.95,TRIPLE_SHARING,UNISEX,True,BOTH,"Well-maintained triple sharing PG for unisexs located at Noida Sector 150. Monthly rent is ₹13,519. Food is included (both). Nearest metro station is 0.95 km away.",2026-07-08 09:31:14
PROP1543,OWN1262,1 BHK Builder Floor in Faridabad Sector 15,Faridabad Sector 15,Delhi NCR,BUILDER_FLOOR,RENT,1,547,49555,True,1.65,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Builder Floor Available for Rent in Faridabad Sector 15. Covered area is 547 sq.ft. Listed price is ₹49,555. Proximity to metro: 1.65 km.",2025-08-29 12:34:39
PROP1544,OWN1075,4 BHK Builder Floor in Janakpuri,Janakpuri,Delhi NCR,BUILDER_FLOOR,RENT,4,2444,65054,True,0.38,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Builder Floor Available for Rent in Janakpuri. Covered area is 2444 sq.ft. Listed price is ₹65,054. Proximity to metro: 0.38 km.",2025-07-30 10:06:03
PROP1545,OWN1176,3 BHK Independent House in Gurgaon Sector 56,Gurgaon Sector 56,Delhi NCR,INDEPENDENT_HOUSE,SALE,3,1908,31038557,True,2.24,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Sale in Gurgaon Sector 56. Covered area is 1908 sq.ft. Listed price is ₹31,038,557. Proximity to metro: 2.24 km.",2025-11-11 23:33:08
PROP1546,OWN1186,1 BHK Pg in Faridabad Neharpar,Faridabad Neharpar,Delhi NCR,PG,PG,1,225,12482,False,3.96,SINGLE,MALE,True,VEG,"Well-maintained single PG for males located at Faridabad Neharpar. Monthly rent is ₹12,482. Food is included (veg). Nearest metro station is 3.96 km away.",2026-03-25 10:28:25
PROP1547,OWN1041,1 BHK Apartment in Preet Vihar,Preet Vihar,Delhi NCR,APARTMENT,SALE,1,532,36254961,False,2.89,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Apartment Available for Sale in Preet Vihar. Covered area is 532 sq.ft. Listed price is ₹36,254,961. Proximity to metro: 2.89 km.",2026-07-06 00:07:23
PROP1548,OWN1204,1 BHK Apartment in Faridabad Neharpar,Faridabad Neharpar,Delhi NCR,APARTMENT,RENT,1,517,32352,True,1.71,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Apartment Available for Rent in Faridabad Neharpar. Covered area is 517 sq.ft. Listed price is ₹32,352. Proximity to metro: 1.71 km.",2025-12-12 21:59:15
PROP1549,OWN1200,3 BHK Independent House in Sohna Road Gurgaon,Sohna Road Gurgaon,Delhi NCR,INDEPENDENT_HOUSE,SALE,3,2178,12983346,True,1.41,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Sale in Sohna Road Gurgaon. Covered area is 2178 sq.ft. Listed price is ₹12,983,346. Proximity to metro: 1.41 km.",2026-04-08 04:39:26
PROP1550,OWN1088,3 BHK Builder Floor in North Delhi,North Delhi,Delhi NCR,BUILDER_FLOOR,SALE,3,2229,35852823,False,7.65,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Sale in North Delhi. Covered area is 2229 sq.ft. Listed price is ₹35,852,823. Proximity to metro: 7.65 km.",2025-08-17 19:10:36
PROP1551,OWN1281,5 BHK Independent House in Ghaziabad Indirapuram,Ghaziabad Indirapuram,Delhi NCR,INDEPENDENT_HOUSE,SALE,5,2950,44149992,False,5.07,FULL_FLAT,ANY,False,NONE,"Spacious 5 BHK Independent House Available for Sale in Ghaziabad Indirapuram. Covered area is 2950 sq.ft. Listed price is ₹44,149,992. Proximity to metro: 5.07 km.",2026-03-30 06:46:12
PROP1552,OWN1289,3 BHK Independent House in Greater Noida Pari Chowk,Greater Noida Pari Chowk,Delhi NCR,INDEPENDENT_HOUSE,RENT,3,1614,75131,False,3.83,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Rent in Greater Noida Pari Chowk. Covered area is 1614 sq.ft. Listed price is ₹75,131. Proximity to metro: 3.83 km.",2026-03-07 03:15:58
PROP1553,OWN1046,3 BHK Builder Floor in Ghaziabad Indirapuram,Ghaziabad Indirapuram,Delhi NCR,BUILDER_FLOOR,SALE,3,1737,24872433,True,0.2,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Sale in Ghaziabad Indirapuram. Covered area is 1737 sq.ft. Listed price is ₹24,872,433. Proximity to metro: 0.2 km.",2025-08-27 06:15:08
PROP1554,OWN1070,1 BHK Independent House in Noida Sector 150,Noida Sector 150,Delhi NCR,INDEPENDENT_HOUSE,SALE,1,751,36515429,True,0.22,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Independent House Available for Sale in Noida Sector 150. Covered area is 751 sq.ft. Listed price is ₹36,515,429. Proximity to metro: 0.22 km.",2026-04-29 04:23:31
PROP1555,OWN1221,3 BHK Apartment in Gurgaon Sector 45,Gurgaon Sector 45,Delhi NCR,APARTMENT,RENT,3,1494,65967,False,4.96,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Apartment Available for Rent in Gurgaon Sector 45. Covered area is 1494 sq.ft. Listed price is ₹65,967. Proximity to metro: 4.96 km.",2026-05-27 14:28:35
PROP1556,OWN1128,4 BHK Independent House in Janakpuri,Janakpuri,Delhi NCR,INDEPENDENT_HOUSE,RENT,4,2184,40913,True,0.38,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Independent House Available for Rent in Janakpuri. Covered area is 2184 sq.ft. Listed price is ₹40,913. Proximity to metro: 0.38 km.",2026-02-25 08:04:26
PROP1557,OWN1123,3 BHK Independent House in Faridabad Neharpar,Faridabad Neharpar,Delhi NCR,INDEPENDENT_HOUSE,RENT,3,1566,81722,True,1.15,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Rent in Faridabad Neharpar. Covered area is 1566 sq.ft. Listed price is ₹81,722. Proximity to metro: 1.15 km.",2025-09-03 06:08:58
PROP1558,OWN1036,4 BHK Apartment in Lajpat Nagar,Lajpat Nagar,Delhi NCR,APARTMENT,SALE,4,2924,22762612,False,5.96,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Apartment Available for Sale in Lajpat Nagar. Covered area is 2924 sq.ft. Listed price is ₹22,762,612. Proximity to metro: 5.96 km.",2026-07-15 09:09:12
PROP1559,OWN1097,5 BHK Apartment in DLF Phase 5,DLF Phase 5,Delhi NCR,APARTMENT,SALE,5,2555,16978060,True,0.85,FULL_FLAT,ANY,False,NONE,"Spacious 5 BHK Apartment Available for Sale in DLF Phase 5. Covered area is 2555 sq.ft. Listed price is ₹16,978,060. Proximity to metro: 0.85 km.",2026-05-02 21:24:13
PROP1560,OWN1065,1 BHK Apartment in Ghaziabad Indirapuram,Ghaziabad Indirapuram,Delhi NCR,APARTMENT,RENT,1,488,13930,True,0.7,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Apartment Available for Rent in Ghaziabad Indirapuram. Covered area is 488 sq.ft. Listed price is ₹13,930. Proximity to metro: 0.7 km.",2025-11-24 20:30:53
PROP1561,OWN1216,3 BHK Builder Floor in Sohna Road Gurgaon,Sohna Road Gurgaon,Delhi NCR,BUILDER_FLOOR,RENT,3,1704,16159,True,0.38,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Rent in Sohna Road Gurgaon. Covered area is 1704 sq.ft. Listed price is ₹16,159. Proximity to metro: 0.38 km.",2025-12-24 12:04:07
PROP1562,OWN1075,1 BHK Builder Floor in West Delhi,West Delhi,Delhi NCR,BUILDER_FLOOR,SALE,1,778,36051016,True,0.64,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Builder Floor Available for Sale in West Delhi. Covered area is 778 sq.ft. Listed price is ₹36,051,016. Proximity to metro: 0.64 km.",2025-12-03 09:20:43
PROP1563,OWN1129,1 BHK Pg in Noida Sector 18,Noida Sector 18,Delhi NCR,PG,PG,1,151,15157,True,1.26,DOUBLE_SHARING,FEMALE,True,VEG,"Well-maintained double sharing PG for females located at Noida Sector 18. Monthly rent is ₹15,157. Food is included (veg). Nearest metro station is 1.26 km away.",2026-01-21 20:08:27
PROP1564,OWN1049,4 BHK Apartment in Faridabad Neharpar,Faridabad Neharpar,Delhi NCR,APARTMENT,RENT,4,2196,52908,True,0.56,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Apartment Available for Rent in Faridabad Neharpar. Covered area is 2196 sq.ft. Listed price is ₹52,908. Proximity to metro: 0.56 km.",2025-11-22 16:09:38
PROP1565,OWN1022,3 BHK Builder Floor in Faridabad Neharpar,Faridabad Neharpar,Delhi NCR,BUILDER_FLOOR,SALE,3,1803,28687823,True,2.19,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Sale in Faridabad Neharpar. Covered area is 1803 sq.ft. Listed price is ₹28,687,823. Proximity to metro: 2.19 km.",2026-05-27 08:11:09
PROP1566,OWN1112,3 BHK Builder Floor in Saket,Saket,Delhi NCR,BUILDER_FLOOR,SALE,3,1521,15731363,True,1.54,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Sale in Saket. Covered area is 1521 sq.ft. Listed price is ₹15,731,363. Proximity to metro: 1.54 km.",2026-05-17 09:21:55
PROP1567,OWN1203,5 BHK Apartment in Gurgaon Golf Course Road,Gurgaon Golf Course Road,Delhi NCR,APARTMENT,SALE,5,3715,44511129,True,1.05,FULL_FLAT,ANY,False,NONE,"Spacious 5 BHK Apartment Available for Sale in Gurgaon Golf Course Road. Covered area is 3715 sq.ft. Listed price is ₹44,511,129. Proximity to metro: 1.05 km.",2025-08-28 14:08:18
PROP1568,OWN1046,5 BHK Apartment in Gurgaon Golf Course Road,Gurgaon Golf Course Road,Delhi NCR,APARTMENT,SALE,5,3365,8530044,True,1.02,FULL_FLAT,ANY,False,NONE,"Spacious 5 BHK Apartment Available for Sale in Gurgaon Golf Course Road. Covered area is 3365 sq.ft. Listed price is ₹8,530,044. Proximity to metro: 1.02 km.",2026-07-06 23:02:35
PROP1569,OWN1079,3 BHK Apartment in Vasant Kunj,Vasant Kunj,Delhi NCR,APARTMENT,SALE,3,2355,27808098,True,1.89,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Apartment Available for Sale in Vasant Kunj. Covered area is 2355 sq.ft. Listed price is ₹27,808,098. Proximity to metro: 1.89 km.",2026-03-10 04:23:47
PROP1570,OWN1011,3 BHK Apartment in Noida Sector 18,Noida Sector 18,Delhi NCR,APARTMENT,SALE,3,1560,37068074,False,4.96,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Apartment Available for Sale in Noida Sector 18. Covered area is 1560 sq.ft. Listed price is ₹37,068,074. Proximity to metro: 4.96 km.",2026-05-19 17:15:33
PROP1571,OWN1151,5 BHK Apartment in Faridabad Sector 15,Faridabad Sector 15,Delhi NCR,APARTMENT,SALE,5,3390,26221855,False,5.13,FULL_FLAT,ANY,False,NONE,"Spacious 5 BHK Apartment Available for Sale in Faridabad Sector 15. Covered area is 3390 sq.ft. Listed price is ₹26,221,855. Proximity to metro: 5.13 km.",2026-04-05 09:06:28
PROP1572,OWN1284,4 BHK Apartment in Janakpuri,Janakpuri,Delhi NCR,APARTMENT,SALE,4,2604,22173070,False,4.58,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Apartment Available for Sale in Janakpuri. Covered area is 2604 sq.ft. Listed price is ₹22,173,070. Proximity to metro: 4.58 km.",2025-12-27 02:23:08
PROP1573,OWN1001,1 BHK Apartment in Faridabad Sector 81,Faridabad Sector 81,Delhi NCR,APARTMENT,SALE,1,686,20524694,True,1.86,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Apartment Available for Sale in Faridabad Sector 81. Covered area is 686 sq.ft. Listed price is ₹20,524,694. Proximity to metro: 1.86 km.",2026-04-15 01:17:00
PROP1574,OWN1276,4 BHK Independent House in Noida Sector 18,Noida Sector 18,Delhi NCR,INDEPENDENT_HOUSE,SALE,4,3128,14843590,False,4.13,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Independent House Available for Sale in Noida Sector 18. Covered area is 3128 sq.ft. Listed price is ₹14,843,590. Proximity to metro: 4.13 km.",2026-07-08 16:07:15
PROP1575,OWN1210,1 BHK Independent House in DLF Phase 5,DLF Phase 5,Delhi NCR,INDEPENDENT_HOUSE,SALE,1,522,13209003,True,2.21,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Independent House Available for Sale in DLF Phase 5. Covered area is 522 sq.ft. Listed price is ₹13,209,003. Proximity to metro: 2.21 km.",2025-10-27 16:29:14
PROP1576,OWN1104,1 BHK Apartment in Vasant Kunj,Vasant Kunj,Delhi NCR,APARTMENT,RENT,1,596,62934,False,5.25,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Apartment Available for Rent in Vasant Kunj. Covered area is 596 sq.ft. Listed price is ₹62,934. Proximity to metro: 5.25 km.",2026-05-12 05:29:25
PROP1577,OWN1132,1 BHK Independent House in West Delhi,West Delhi,Delhi NCR,INDEPENDENT_HOUSE,SALE,1,506,18508176,False,5.25,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Independent House Available for Sale in West Delhi. Covered area is 506 sq.ft. Listed price is ₹18,508,176. Proximity to metro: 5.25 km.",2026-02-02 14:30:16
PROP1578,OWN1041,1 BHK Pg in Ghaziabad Vasundhara,Ghaziabad Vasundhara,Delhi NCR,PG,PG,1,135,18826,True,2.03,TRIPLE_SHARING,UNISEX,False,NONE,"Well-maintained triple sharing PG for unisexs located at Ghaziabad Vasundhara. Monthly rent is ₹18,826. Food is not included. Nearest metro station is 2.03 km away.",2026-01-13 15:13:59
PROP1579,OWN1030,1 BHK Independent House in Golf Course Extension Road,Golf Course Extension Road,Delhi NCR,INDEPENDENT_HOUSE,RENT,1,527,22215,True,2.41,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Independent House Available for Rent in Golf Course Extension Road. Covered area is 527 sq.ft. Listed price is ₹22,215. Proximity to metro: 2.41 km.",2025-12-27 03:09:05
PROP1580,OWN1050,4 BHK Independent House in Vasant Kunj,Vasant Kunj,Delhi NCR,INDEPENDENT_HOUSE,RENT,4,1992,37312,False,6.15,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Independent House Available for Rent in Vasant Kunj. Covered area is 1992 sq.ft. Listed price is ₹37,312. Proximity to metro: 6.15 km.",2026-04-14 01:00:37
PROP1581,OWN1292,4 BHK Independent House in Lajpat Nagar,Lajpat Nagar,Delhi NCR,INDEPENDENT_HOUSE,RENT,4,2564,25829,False,5.71,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Independent House Available for Rent in Lajpat Nagar. Covered area is 2564 sq.ft. Listed price is ₹25,829. Proximity to metro: 5.71 km.",2025-10-27 01:42:03
PROP1582,OWN1235,1 BHK Pg in Greater Noida Pari Chowk,Greater Noida Pari Chowk,Delhi NCR,PG,PG,1,162,12911,False,3.45,TRIPLE_SHARING,FEMALE,False,NONE,"Well-maintained triple sharing PG for females located at Greater Noida Pari Chowk. Monthly rent is ₹12,911. Food is not included. Nearest metro station is 3.45 km away.",2026-05-28 02:55:23
PROP1583,OWN1227,1 BHK Pg in Noida Sector 150,Noida Sector 150,Delhi NCR,PG,PG,1,260,17638,False,4.35,DOUBLE_SHARING,FEMALE,False,NONE,"Well-maintained double sharing PG for females located at Noida Sector 150. Monthly rent is ₹17,638. Food is not included. Nearest metro station is 4.35 km away.",2026-05-20 10:59:55
PROP1584,OWN1124,3 BHK Independent House in Preet Vihar,Preet Vihar,Delhi NCR,INDEPENDENT_HOUSE,SALE,3,2052,34860283,True,2.41,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Sale in Preet Vihar. Covered area is 2052 sq.ft. Listed price is ₹34,860,283. Proximity to metro: 2.41 km.",2025-08-21 16:40:34
PROP1585,OWN1001,1 BHK Pg in East Delhi,East Delhi,Delhi NCR,PG,PG,1,272,7534,True,0.89,TRIPLE_SHARING,MALE,False,NONE,"Well-maintained triple sharing PG for males located at East Delhi. Monthly rent is ₹7,534. Food is not included. Nearest metro station is 0.89 km away.",2026-06-08 01:10:38
PROP1586,OWN1114,1 BHK Pg in Preet Vihar,Preet Vihar,Delhi NCR,PG,PG,1,125,16042,True,1.26,TRIPLE_SHARING,UNISEX,True,VEG,"Well-maintained triple sharing PG for unisexs located at Preet Vihar. Monthly rent is ₹16,042. Food is included (veg). Nearest metro station is 1.26 km away.",2025-10-18 02:39:30
PROP1587,OWN1080,2 BHK Independent House in Hauz Khas,Hauz Khas,Delhi NCR,INDEPENDENT_HOUSE,SALE,2,1238,21696232,True,0.41,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Independent House Available for Sale in Hauz Khas. Covered area is 1238 sq.ft. Listed price is ₹21,696,232. Proximity to metro: 0.41 km.",2026-01-06 18:31:58
PROP1588,OWN1205,3 BHK Independent House in Preet Vihar,Preet Vihar,Delhi NCR,INDEPENDENT_HOUSE,RENT,3,1719,34662,True,2.1,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Rent in Preet Vihar. Covered area is 1719 sq.ft. Listed price is ₹34,662. Proximity to metro: 2.1 km.",2026-02-28 23:01:52
PROP1589,OWN1296,1 BHK Builder Floor in Vasant Kunj,Vasant Kunj,Delhi NCR,BUILDER_FLOOR,RENT,1,637,62010,True,1.99,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Builder Floor Available for Rent in Vasant Kunj. Covered area is 637 sq.ft. Listed price is ₹62,010. Proximity to metro: 1.99 km.",2025-12-06 11:08:21
PROP1590,OWN1172,1 BHK Pg in Noida Sector 150,Noida Sector 150,Delhi NCR,PG,PG,1,231,20648,True,0.9,SINGLE,MALE,True,BOTH,"Well-maintained single PG for males located at Noida Sector 150. Monthly rent is ₹20,648. Food is included (both). Nearest metro station is 0.9 km away.",2025-07-31 12:35:14
PROP1591,OWN1022,3 BHK Apartment in DLF Phase 5,DLF Phase 5,Delhi NCR,APARTMENT,RENT,3,1734,40940,True,0.32,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Apartment Available for Rent in DLF Phase 5. Covered area is 1734 sq.ft. Listed price is ₹40,940. Proximity to metro: 0.32 km.",2026-05-27 20:15:30
PROP1592,OWN1202,1 BHK Independent House in Ghaziabad Indirapuram,Ghaziabad Indirapuram,Delhi NCR,INDEPENDENT_HOUSE,RENT,1,506,68614,True,2.01,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Independent House Available for Rent in Ghaziabad Indirapuram. Covered area is 506 sq.ft. Listed price is ₹68,614. Proximity to metro: 2.01 km.",2025-09-25 10:58:28
PROP1593,OWN1076,5 BHK Builder Floor in Hauz Khas,Hauz Khas,Delhi NCR,BUILDER_FLOOR,SALE,5,2625,41285885,True,0.8,FULL_FLAT,ANY,False,NONE,"Spacious 5 BHK Builder Floor Available for Sale in Hauz Khas. Covered area is 2625 sq.ft. Listed price is ₹41,285,885. Proximity to metro: 0.8 km.",2025-10-06 12:24:06
PROP1594,OWN1205,2 BHK Independent House in Faridabad Sector 81,Faridabad Sector 81,Delhi NCR,INDEPENDENT_HOUSE,RENT,2,1290,29677,True,1.49,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Independent House Available for Rent in Faridabad Sector 81. Covered area is 1290 sq.ft. Listed price is ₹29,677. Proximity to metro: 1.49 km.",2026-05-08 10:37:01
PROP1595,OWN1250,2 BHK Apartment in Noida Sector 76,Noida Sector 76,Delhi NCR,APARTMENT,RENT,2,1024,21390,True,1.99,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Apartment Available for Rent in Noida Sector 76. Covered area is 1024 sq.ft. Listed price is ₹21,390. Proximity to metro: 1.99 km.",2025-11-22 08:20:19
PROP1596,OWN1166,4 BHK Builder Floor in Dwarka Sector 21,Dwarka Sector 21,Delhi NCR,BUILDER_FLOOR,SALE,4,2748,27874544,True,0.94,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Builder Floor Available for Sale in Dwarka Sector 21. Covered area is 2748 sq.ft. Listed price is ₹27,874,544. Proximity to metro: 0.94 km.",2026-06-07 13:41:01
